문항번호,문제,해설,답,이미지여부,동영상여부
479,전방에 교통사고로 앞차가 급정지했을 때 추돌 사고를 방지하기 위한 가장 안전한<br>운전방법 2가지는?<br>① 앞차와 정지거리 이상을 유지하며 운전한다.<br>② 비상점멸등을 켜고 긴급자동차를 따라서 주행한다.<br>③ 앞차와 추돌하지 않을 정도로 충분히 감속하며 안전거리를 확보한다.<br>④ 위험이 발견되면 풋 브레이크와 주차 브레이크를 동시에 사용하여 제동<br>거리를 줄인다.,앞차와 정지거리 이상을 유지하고 앞차와 추돌하지 않을 정도로 충분히 감속하며 안전거리<br>를 확보한다. (도로교통법 제19조),"①, ③",,
480,좌석 안전띠의 착용 효과로서 맞는 2가지는?<br>① 충격력을 감소하여 치명적 부상을 막아 준다.<br>② 에어백이 장착된 차량에서는 착용 효과가 없다.<br>③ 바른 운전 자세를 유지시켜 운전 피로를 적게 해 준다.<br>④ 물속 추락이나 전복 사고 시는 큰 부상을 입을 수 있다.,"좌석 안전띠 착용 효과 1. 좌석 안전띠는 교통사고 발생 시 충격력을 감소하여 피해를 크게<br>줄여 줄 뿐만 아니라, 바른 운전 자세를 유지시켜 운전자의 피로를 줄여 주는 효과를 갖고<br>있다. 2. 에어백이 장착된 차량에서도 좌석 안전띠의 착용 효과는 동일하므로 반드시 착용하<br>여야 한다. 3. 물속 추락이나 전복 사고 시에는 좌석 안전띠가 2차 충격을 예방하여 승차자<br>의 의식을 잃지 않게 해 주므로, 승차자가 쉽게 빠져나올 수 있는 등 훨씬 효과적이다.","①, ③",,
481,"좌석 안전띠 착용에 대한 설명으로 맞는 2가지는?<br>① 가까운 거리를 운행할 경우에는 큰 효과가 없으므로 착용하지 않아도 된다.<br>② 자동차의 승차자는 안전을 위하여 좌석 안전띠를 착용하여야 한다.<br>③ 어린이는 부모의 도움을 받을 수 있는 운전석 옆 좌석에 태우고, 좌석<br>안전띠를 착용시키는 것이 안전하다.<br>④ 긴급한 용무로 출동하는 경우 이외에는 긴급자동차의 운전자도 좌석<br>안전띠를 반드시 착용하여야 한다.",자동차의 승차자는 안전을 위하여 좌석 안전띠를 착용하여야 하고 긴급한 용무로 출동하는<br>경우 이외에는 긴급자동차의 운전자도 좌석 안전띠를 반드시 착용하여야 한다. (도로교통법<br>제50조),"②, ④",,
482,교통사고 발생 시 부상자의 척추 골절이 아주 심한 경우 응급 처치 방법은?<br>① 직접 구호 조치를 한다.<br>② 부상자를 갓길로 이동한다.<br>③ 후속 사고 예방을 위해 신속히 차량을 1차로로 이동한다.<br>④ 함부로 부상자를 옮기지 말고 응급 구호 센터에 신고한다.,부상이 심각한 경우 꼭 필요한 경우가 아니면 함부로 부상자를 움직이지 않아야 한다. 척추<br>골절의 경우 척추 신경을 상하게 하여 전신 장애를 초래할 수 있다.,④,,
483,교통사고 발생 시 부상자의 의식 상태를 확인하는 방법으로 가장 먼저 해야 할<br>것은?<br>① 부상자의 맥박 유무를 확인한다.<br>② 말을 걸어보거나 어깨를 가볍게 두드려 본다.<br>③ 어느 부위에 출혈이 심한지 살펴본다.<br>④ 입안을 살펴서 기도에 이물질이 있는지 확인한다.,"의식 상태를 확인하기 위해서는 부상자에게 말을 걸어보거나, 어깨를 가볍게 두드려 보거나,<br>팔을 꼬집어서 확인하는 방법이 있다.",②,,
484,교통사고 발생 시 현장에서의 조치로 맞는 2가지는?<br>① 119 및 112에 신고하고 상대 운전자와 협의 하에 안전한 곳으로 이동<br>하였다.<br>② 현장을 표시하고 사진 촬영하였다.<br>③ 부상자 여부는 확인할 필요 없이 경찰이 올 때까지 현장에 있으면 된다.<br>④ 상대 차량과는 관계없이 최대한 원거리로 이동하여 정차하였다.,"당황하여 현장에서 정확하게 조치를 하지 않으면 도주 차량 등으로 신고 되거나 제2의 사고<br>가 발생하여 또 다른 피해를 당하게 된다. 피해 상황에 따라 112 신고 또는 119 신고, 보험<br>사에 연락하고 침착하게 상대방과 협의 하에 안전한 곳으로 이동하여야 한다. (도로교통법<br>제54조)","①, ②",,
485,"교통사고 발생 시 계속 운전할 수 있는 경우로 옳은 2가지는?<br>① 긴급한 환자를 수송 중인 구급차 운전자는 동승자로 하여금 필요한 조치<br>등을 하게하고 계속 운전하였다.<br>② 가벼운 감기몸살로 병원에 가고 있어, 동승자로 하여금 필요한 조치 등을<br>하게하고 계속 운전하였다.<br>③ 긴급 우편물을 수송하는 차량 운전자는 동승자로 하여금 필요한 조치<br>등을 하게하고 계속 운전하였다.<br>④ 사업상 급한 거래가 있어, 동승자로 하여금 필요한 조치 등을 하게하고<br>계속 운전하였다.",긴급자동차 또는 부상자를 후송 중인 차 및 우편물 수송 자동차 등의 운전자는 긴급한 경우<br>에 동승자로 하여금 필요한 조치나 신고를 하게하고 운전을 계속할 수 있다.(도로교통법 제<br>54조 제5항),"①, ③",,
486,로드킬(road kill)을 예방하기 위한 조치로 가장 맞는 것은?<br>① 동물이 전방에 출현하게 되면 상향등을 켠다.<br>② 시골이나 산길을 주행할 경우 도로의 가장자리를 이용하여 운전한다.<br>③ 동물과 충돌을 하면 핸들을 급하게 돌린다.<br>④ 야생동물 출현 표지판이 설치된 도로에서는 서행하며 방어 운전한다.,"전조등을 끄고 경음기를 울려 동물이 지나가도록 하고, 핸들 급조작은 금지한다.",④,,
487,고속도로에서 고장 등으로 긴급 상황 발생 시 일정 거리를 무료로 견인서비스를<br>제공해 주는 기관은?<br>① 도로교통공단 ② 한국도로공사<br>③ 경찰청 ④ 한국교통안전공단,고속도로에서는 자동차 긴급 상황 발생 시 사고 예방을 위해 한국도로공사(콜센터<br>1588-2504)에서 10km까지 무료 견인서비스를 제공하고 있다.,②,,
488,로드킬(road kill) 사고가 발생하였을 때 조치 요령으로 가장 알맞은 것은?<br>① 사고 당한 동물을 자기 차에 싣고 간다.<br>② 사고 당한 동물을 길 가장자리로 직접 치운다.<br>③ 로드킬 사고가 발생하면 관계기관에 즉시 신고한다.<br>④ 야생동물이므로 사고 현장에 그냥 놔두고 가도 상관없다.,"감염의 우려가 있으므로 직접 건드려서는 아니 되며, 사고가 발생하게 되면 지자체 또는 도<br>로관리청에 즉시 신고하도록 한다.",③,,
489,야간 주행 중 앞 차의 제동등이 점등되지 않았을 때 올바른 운전방법이 아닌 것은?<br>① 안전거리를 충분히 유지한다.<br>② 앞 차를 앞지르기 하여 그 앞에 급제동하여 그 차를 정지하게 한다.<br>③ 앞 차에게 제동등이 점등되지 않음을 알려준다.<br>④ 전방주시를 잘 한다.,야간 주행 중 앞 차의 제동등이 점등되지 않으면 안전거리를 충분히 유지하고 전방주시를<br>잘 해야 한다. 그리고 사고 예방을 위하여 앞 차의 운전자에게 제동등이 점등되지 않음을 알<br>려주는 것이 좋다.,②,,
490,폭우로 인하여 지하차도가 물에 잠겨 있는 상황이다. 다음 중 가장 안전한 운전<br>방법은?<br>① 물에 바퀴가 다 잠길 때까지는 무사히 통과할 수 있으니 서행으로 지나간다.<br>② 최대한 빠른 속도로 빠져 나간다.<br>③ 우회도로를 확인한 후에 돌아간다.<br>④ 통과하다가 시동이 꺼지면 바로 다시 시동을 걸고 빠져 나온다.,폭우로 인하여 지하차도가 물에 감겨 차량의 범퍼까지 또는 차량 바퀴의 절반 이상이 물에<br>잠긴다면 차량이 지나갈 수 없다. 또한 위와 같은 지역을 통과할 때 빠른 속도로 지나가면<br>차가 물을 밀어내면서 앞쪽 수위가 높아져 엔진에 물이 들어올 수도 있다. 침수된 지역에서<br>시동이 꺼지면 다시 시동을 걸면 엔진이 망가진다.,③,,
491,차량 내에 비치하여야 할 안전용품과 가장 거리가 먼 것은?<br>① 안전삼각대와 불꽃신호기<br>② 소화기와 비상탈출망치<br>③ 구급함(응급 처치함)와 예비타이어<br>④ 무릎담요와 목 베개,"차량 내 비치하여야 할 안전용품은 안전삼각대와 불꽃신호기, 소화기와 비상탈출망치, 구급<br>함(응급 처치함)과 예비타이어 등이 있다.",④,,
492,주행 중 자동차 돌발 상황에 대한 올바른 대처 방법과 거리가 먼 것은?<br>① 주행 중 핸들이 심하게 떨리면 핸들을 꽉 잡고 계속 주행한다.<br>② 자동차에서 연기가 나면 즉시 안전한 곳으로 이동 후 시동을 끈다.<br>③ 타이어 펑크가 나면 핸들을 꽉 잡고 감속하며 안전한 곳에 정차한다.<br>④ 철길건널목 통과 중 시동이 꺼져서 다시 걸리지 않는다면 신속히 대피 후<br>신고한다.,핸들이 심하게 떨리면 타이어 펑크나 휠이 빠질 수 있기 때문에 반드시 안전한 곳에 정차하<br>고 점검한다.,①,,
493,교통사고 현장에서 증거확보를 위한 사진 촬영 방법으로 맞는 2가지는?<br>① 차량 바퀴가 돌아가 있는 모습도 촬영해야 한다.<br>② 차량보다는 인물 위주로 촬영한다.<br>③ 야간에는 어둡기 때문에 보이지 않는 곳은 사진 촬영할 필요가 없다.<br>④ 파손부위 및 원거리 사진 촬영을 같이 한다.,파손부위 근접 촬영 및 원거리 촬영을 하여야 하고 차량의 바퀴가 돌아가 있는 것 까지도<br>촬영해야 나중에 사고를 규명하는데 도움이 된다.,"①, ④",,
494,다음 중 장거리 운행 전에 반드시 점검해야 할 우선순위 2가지는?<br>① 차량 청결 상태 점검<br>② DMB(영상표시장치) 작동여부 점검<br>③ 각종 오일류 점검<br>④ 타이어 상태 점검,"장거리 운전 전 타이어 마모상태, 공기압, 각종 오일류, 와이퍼와 워셔액, 램프류 등을 점검<br>하여야 한다.","③, ④",,
495,"운전면허 취소 사유에 해당하는 것은?<br>① 정기 적성검사 기간 만료 다음 날부터 적성검사를 받지 아니하고 6개월을<br>초과한 경우<br>② 운전자가 단속 공무원(경찰공무원, 시･군･구 공무원)을 폭행하여 불구속<br>형사 입건된 경우<br>③ 자동차 등록 후 자동차 등록번호판을 부착하지 않고 운전한 경우<br>④ 제2종 보통면허를 갱신하지 않고 2년을 초과한 경우","① 1년 ② 형사 입건된 경우에는 취소 사유이다. ③ 자동차 관리법에 따라 등록되지 아니하<br>거나 임시 운행 허가를 받지 아니한 자동차를 운전한 경우에 운전면허가 취소되며, 등록을<br>하였으나 등록번호판을 부착하지 않고 운전한 것은 면허 취소 사유가 아니다. (도로교통법<br>제93조)",②,,
496,범칙금 납부 통고서를 받은 사람이 1차 납부 기간 경과 시 20일 이내 납부해야 할<br>금액으로 맞는 것은?<br>① 통고 받은 범칙금에 100분의 10을 더한 금액<br>② 통고 받은 범칙금에 100분의 20을 더한 금액<br>③ 통고 받은 범칙금에 100분의 30을 더한 금액<br>④ 통고 받은 범칙금에 100분의 40을 더한 금액,납부 기간 이내에 범칙금을 납부하지 아니한 사람은 납부 기간이 만료되는 날의 다음 날부터<br>20일 이내에 통고 받은 범칙금에 100분의 20을 더한 금액을 납부하여야 한다. (도로교통법<br>제164조 2항),②,,
497,누산 점수 초과로 인한 운전면허 취소 기준으로 옳은 것은?<br>① 1년간 100점 이상 ② 2년간 191점 이상<br>③ 3년간 271점 이상 ④ 5년간 301점 이상,"1년간 121점 이상, 2년간 201점 이상, 3년간 271점 이상이면 면허를 취소한다.<br>(도로교통법 시행규칙 별표 28 1항 일반기준 다.)",③,,
498,교통사고 결과에 따른 벌점 기준으로 맞는 것은?<br>① 행정 처분을 받을 운전자 본인의 인적 피해에 대해서도 인적 피해 교통사고<br>구분에 따라 벌점을 부과한다.<br>② 자동차 등 대 사람 교통사고의 경우 쌍방 과실인 때에는 벌점을 부과하지<br>않는다.<br>③ 교통사고 발생 원인이 불가항력이거나 피해자의 명백한 과실인 때에는<br>벌점을 2분의 1로 감경한다.<br>④ 자동차 등 대 자동차 등 교통사고의 경우에는 그 사고 원인 중 중한 위반<br>행위를 한 운전자에게만 벌점을 부과한다.,①의 경우 행정 처분을 받을 운전자 본인의 피해에 대해서는 벌점을 산정하지 아니한다. ②<br>의 경우 2분의 1로 감경한다. ③의 경우 벌점을 부과하지 않는다. (도로교통법 시행규칙 별<br>표 28 3항 정지처분 개별기준 비고),④,,
499,영상기록매체에 의해 입증되는 주차위반에 대한 과태료의 설명으로 알맞은 것은?<br>① 승용차의 소유자는 3만 원의 과태료를 내야 한다.<br>② 승합차의 소유자는 7만 원의 과태료를 내야 한다.<br>③ 기간 내에 과태료를 내지 않아도 불이익은 없다.<br>④ 같은 장소에서 2시간 이상 주차 위반을 하는 경우 과태료가 가중된다.,"도로교통법 제33조, 도로교통법 시행령 별표8 주차금지 위반 시 승용차는 4만원, 승합차는<br>5만원의 과태료가 부과되며, 2시간 이상 주차위반의 경우 1만원이 추가되고, 미납 시 가산<br>금 및 중가산금이 부과된다.",④,,
